Unnamed: 0,Pickup_Date,Number of Trips,Number of Vehicles,humidity,wind,price,month,day
3038,2013-04-27,39,22,0.69,10.07,10,4,Saturday
3039,2013-04-28,113,16,0.69,10.06,16,4,Sunday
3040,2013-04-29,401,55,0.69,10.01,16.5,4,Monday
3041,2013-04-30,2, -   ,0.92,1.36,13.5,4,Tuesday
3042,2013-05-01,1375,134,0.92,1.39,3,5,Wednesday
3043,2013-05-02,7, -   ,0.92,1.36,27.5,5,Thursday
3044,2013-05-03,74,42,0.93,1.34,7,5,Friday
3045,2013-05-04,772,77,0.89,1.38,10.5,5,Saturday
3046,2013-05-05,7,7,0.92,1.41,27.5,5,Sunday
3047,2013-05-06,203,63,0.92,1.41,13.5,5,Monday
3048,2013-05-07,84,22,0.92,1.41,13.5,5,Tuesday
3049,2013-05-08,44,28,0.93,1.34,16.5,5,Wednesday
3050,2013-05-09,15,6,0.89,1.37,7,5,Thursday
3051,2013-05-10,41,29,0.93,1.37,5,5,Friday
3052,2013-05-11,7,7,0.63,9.91,16.5,5,Saturday
3053,2013-05-12,1526,89,0.64,9.92,7,5,Sunday
3054,2013-05-13,103,55,0.63,9.88,30,5,Monday
3055,2013-05-14,12,5,0.63,9.88,13.5,5,Tuesday
3056,2013-05-15,13,13,0.63,9.94,9,5,Wednesday
3057,2013-05-16,70,36,0.64,9.93,22.5,5,Thursday
3058,2013-05-17,23,7,0.64,9.93,9,5,Friday
3059,2013-05-18,2,2,0.64,9.92,16.5,5,Saturday
3060,2013-05-19,1,1,0.63,9.9,11,5,Sunday
3061,2013-05-20,72,1,0.63,9.94,26,5,Monday
3062,2013-05-21,2128,118,0.63,9.93,7,5,Tuesday
3063,2013-05-22,121,46,0.64,9.92,9.5,5,Wednesday
3064,2013-05-23,123,47,0.92,1.8,13,5,Thursday
3065,2013-05-24,187,74,0.92,1.81,11,5,Friday
3066,2013-05-25,1402,39,0.92,1.78,9.5,5,Saturday
3067,2013-05-26,19,15,0.91,1.83,8.5,5,Sunday
3068,2013-05-27,924,69,0.88,4.43,16,5,Monday
3069,2013-05-28,321,64,0.89,4.35,27,5,Tuesday
3070,2013-05-29,271,97,0.89,4.23,13.5,5,Wednesday
3071,2013-05-30,888,102,0.89,4.3,19.5,5,Thursday
3072,2013-05-31,444,136,0.88,4.49,9,5,Friday
3073,2013-06-01,85,41,0.89,4.3,16.5,6,Saturday
3074,2013-06-02,2130,133,0.92,3.01,26,6,Sunday
3075,2013-06-03,76,35,0.92,3.03,7,6,Monday
3076,2013-06-04,106,29,0.93,3.17,23,6,Tuesday
3077,2013-06-05,2176,109,0.92,2.97,8,6,Wednesday
3078,2013-06-06,167,68,0.9,11.02,8,6,Thursday
3079,2013-06-07,12,11,0.9,11.07,12.5,6,Friday
3080,2013-06-08,2,1,0.9,10.91,11,6,Saturday
3081,2013-06-09,261,90,0.91,10.92,7.5,6,Sunday
3082,2013-06-10,1891,572,0.88,11.14,16,6,Monday
3083,2013-06-11,866,65,0.9,11.14,11,6,Tuesday
3084,2013-06-12,883,80,0.9,11.16,26,6,Wednesday
3085,2013-06-13,1079,105,0.9,11.12,7,6,Thursday
3086,2013-06-14,223,108,0.91,10.97,16.5,6,Friday
3087,2013-06-15,448,49,0.88,11.14,3.5,6,Saturday
3088,2013-06-16,82,39,0.9,11.1,11,6,Sunday
3089,2013-06-17,1026,77,0.9,11.1,3.5,6,Monday
3090,2013-06-18,1507,140,0.86,1.87,34,6,Tuesday
3091,2013-06-19,838,116,0.86,1.91,26,6,Wednesday
3092,2013-06-20,817,87,0.86,1.74,11,6,Thursday
3093,2013-06-21,1612,139,0.86,1.79,19.5,6,Friday
3094,2013-06-22,1183,115,0.86,2.01,16.5,6,Saturday
3095,2013-06-23,55,23,0.86,1.96,16.5,6,Sunday
3096,2013-06-24,74,9,0.86,1.98,19.5,6,Monday
3097,2013-06-25,364,54,0.86,1.93,13.5,6,Tuesday
3098,2013-06-26,3, -   ,0.86,1.85,30,6,Wednesday
3099,2013-06-27,1021,110,0.86,2.02,11,6,Thursday
3100,2013-06-28,7, -   ,0.86,1.96,11.5,6,Friday
3101,2013-06-29,120,54,0.86,1.92,24,6,Saturday
3102,2013-06-30,430,52,0.91,10.94,18,6,Sunday
3103,2013-07-01,6,6,0.91,11.08,32.5,7,Monday
3104,2013-07-02,75,33,0.91,10.66,11,7,Tuesday
3105,2013-07-03,62,18,0.92,10.7,11.5,7,Wednesday
3106,2013-07-04,74,38,0.87,11.26,9.5,7,Thursday
3107,2013-07-05,34,13,0.92,11.23,30.5,7,Friday
3108,2013-07-06,62,39,0.92,11.28,19.5,7,Saturday
3109,2013-07-07,4,4,0.92,11.18,13.5,7,Sunday
3110,2013-07-08,1210,80,0.92,10.82,19.5,7,Monday
3111,2013-07-09,152,58,0.87,11.25,38.5,7,Tuesday
3112,2013-07-10,24,7,0.92,11.14,10.5,7,Wednesday
3113,2013-07-11,86,42,0.92,11.14,27.5,7,Thursday
3114,2013-07-12,13,4,0.75,7.21,22.5,7,Friday
3115,2013-07-13,9,3,0.73,7.67,13.5,7,Saturday
3116,2013-07-14,8,5,0.84,1.07,16.5,7,Sunday
3117,2013-07-15,82,1,0.84,1.06,27.5,7,Monday
3118,2013-07-16,1552,104,0.84,1.1,10.5,7,Tuesday
3119,2013-07-17,147,46,0.84,1.09,7,7,Wednesday
3120,2013-07-18,410,108,0.84,1.03,3,7,Thursday
3121,2013-07-19,581,164,0.84,1.04,25,7,Friday
3122,2013-07-20,1725,51,0.84,1.04,15.5,7,Saturday
3123,2013-07-21,98,55,0.84,1.05,7,7,Sunday
3124,2013-07-22,947,74,0.84,1.07,12,7,Monday
3125,2013-07-23,617,89,0.84,1.03,23,7,Tuesday
3126,2013-07-24,554,157,0.84,1.04,7,7,Wednesday
3127,2013-07-25,1121,125,0.84,1.05,7.5,7,Thursday
3128,2013-07-26,1367,278,0.91,3.81,16.5,7,Friday
3129,2013-07-27,285,81,0.83,7.06,3,7,Saturday
3130,2013-07-28,2140,146,0.83,6.52,10.5,7,Sunday
3131,2013-07-29,304,92,0.83,6.38,27.5,7,Monday
3132,2013-07-30,446,85,0.83,6.4,16.5,7,Tuesday
3133,2013-07-31,8,3,0.79,6.57,34,7,Wednesday
3134,2013-08-01,2030,126,0.82,6.57,7,8,Thursday
3135,2013-08-02,605,164,0.82,6.58,9,8,Friday
3136,2013-08-03,33,23,0.82,6.55,19.5,8,Saturday
3137,2013-08-04,22,8,0.83,6.67,22.5,8,Sunday
3138,2013-08-05,544,164,0.79,6.57,17.5,8,Monday
3139,2013-08-06,2584,720,0.82,6.54,12,8,Tuesday
3140,2013-08-07,729,64,0.82,6.53,29.5,8,Wednesday
3141,2013-08-08,842,82,0.53,11.39,11,8,Thursday
3142,2013-08-09,1059,117,0.63,13.36,22,8,Friday
3143,2013-08-10,873,251,0.63,13.43,12,8,Saturday
3144,2013-08-11,493,61,0.62,13.36,10,8,Sunday
3145,2013-08-12,272,85,0.63,13.31,27.5,8,Monday
3146,2013-08-13,1239,90,0.63,13.42,13.5,8,Tuesday
3147,2013-08-14,1375,162,0.63,13.49,19.5,8,Wednesday
3148,2013-08-15,877,130,0.63,13.5,13.5,8,Thursday
3149,2013-08-16,1299,126,0.63,13.5,27.5,8,Friday
3150,2013-08-17,28,28,0.63,13.29,12,8,Saturday
3151,2013-08-18,1661,154,0.63,13.38,12.5,8,Sunday
3152,2013-08-19,1934,155,0.63,13.38,15,8,Monday
3153,2013-08-20,216,70,0.63,13.47,7.5,8,Tuesday
3154,2013-08-21,107,13,0.47,4.17,8,8,Wednesday
3155,2013-08-22,481,60,0.47,4.19,8,8,Thursday
3156,2013-08-23,8, -   ,0.47,4.1,15,8,Friday
3157,2013-08-24,900,128,0.47,4.12,10.5,8,Saturday
3158,2013-08-25,9, -   ,0.47,4.23,7,8,Sunday
3159,2013-08-26,437,134,0.47,4.22,12,8,Monday
3160,2013-08-27,1005,100,0.47,4.23,27.5,8,Tuesday
3161,2013-08-28,79,31,0.47,4.2,10.5,8,Wednesday
3162,2013-08-29,526,95,0.47,4.15,19.5,8,Thursday
3163,2013-08-30,126,35,0.47,4.24,3,8,Friday
3164,2013-08-31,214,84,0.47,4.21,32.5,8,Saturday
3165,2013-09-01,89,28,0.47,4.19,16.5,9,Sunday
3166,2013-09-02,184,86,0.71,10.49,27.5,9,Monday
3167,2013-09-03,10,9,0.71,10.88,7,9,Tuesday
3168,2013-09-04,1197,95,0.71,10.79,27.5,9,Wednesday
3169,2013-09-05,314,97,0.71,10.82,10.5,9,Thursday
3170,2013-09-06,44,11,0.72,10.63,9,9,Friday
3171,2013-09-07,14,14,0.68,10.85,3,9,Saturday
3172,2013-09-08,239,86,0.89,4.95,16.5,9,Sunday
3173,2013-09-09,14,7,0.89,5.01,13.5,9,Monday
3174,2013-09-10,20,7,0.89,4.99,10.5,9,Tuesday
3175,2013-09-11,16,11,0.89,4.86,27.5,9,Wednesday
3176,2013-09-12,186,1,0.89,4.97,7,9,Thursday
3177,2013-09-13,1538,114,0.89,4.97,16.5,9,Friday
3178,2013-09-14,318,69,0.7,6.6,22.5,9,Saturday
3179,2013-09-15,476,113,0.69,6.49,26,9,Sunday
3180,2013-09-16,707,175,0.7,6.71,9,9,Monday
3181,2013-09-17,1545,53,0.7,6.73,5,9,Tuesday
3182,2013-09-18,126,59,0.7,6.68,7,9,Wednesday
3183,2013-09-19,893,78,0.7,6.68,16.5,9,Thursday
3184,2013-09-20,642,90,0.71,2.37,11,9,Friday
3185,2013-09-21,601,166,0.72,2.4,3.5,9,Saturday
3186,2013-09-22,1053,121,0.7,2.33,13.5,9,Sunday
3187,2013-09-23,1532,289,0.71,2.31,22.5,9,Monday
3188,2013-09-24,272,83,0.71,2.3,9,9,Tuesday
3189,2013-09-25,2044,146,0.72,2.3,16.5,9,Wednesday
3190,2013-09-26,384,100,0.72,2.4,30,9,Thursday
3191,2013-09-27,477,92,0.72,2.35,3.5,9,Friday
3192,2013-09-28,9,3,0.46,13.06,13.5,9,Saturday
3193,2013-09-29,1831,122,0.46,13.13,16.5,9,Sunday
3194,2013-09-30,706,175,0.46,13.14,7,9,Monday
3195,2013-10-01,43,28,0.46,13.06,26,10,Tuesday
3196,2013-10-02,21,7,0.45,13.19,11,10,Wednesday
3197,2013-10-03,574,176,0.46,13.15,32,10,Thursday
3198,2013-10-04,2479,692,0.52,8.02,15.5,10,Friday
3199,2013-10-05,907,68,0.52,8.05,24,10,Saturday
3200,2013-10-06,787,84,0.52,7.94,9.5,10,Sunday
3201,2013-10-07,1037,120,0.53,7.96,13,10,Monday
3202,2013-10-08,967,265,0.51,8.11,9.5,10,Tuesday
3203,2013-10-09,481,59,0.52,8.1,8,10,Wednesday
3204,2013-10-10,340,89,0.52,8.11,7,10,Thursday
3205,2013-10-11,1322,90,0.52,8.08,14,10,Friday
3206,2013-10-12,1362,167,0.53,7.99,26,10,Saturday
3207,2013-10-13,897,132,0.51,8.1,7,10,Sunday
3208,2013-10-14,1362,125,0.53,8.07,11.5,10,Monday
3209,2013-10-15,25,20,0.53,8.07,16,10,Tuesday
3210,2013-10-16,1593,153,0.66,3.82,6.5,10,Wednesday
3211,2013-10-17,1921,168,0.66,3.76,9,10,Thursday
3212,2013-10-18,279,80,0.67,3.9,19.5,10,Friday
3213,2013-10-19,126,15,0.67,3.9,5,10,Saturday
3214,2013-10-20,464,59,0.71,3.72,14,10,Sunday
3215,2013-10-21,6, -   ,0.67,3.71,18.5,10,Monday
3216,2013-10-22,993,127,0.66,3.7,33,10,Tuesday
3217,2013-10-23,7, -   ,0.67,3.72,21.5,10,Wednesday
3218,2013-10-24,526,144,0.67,3.87,10.5,10,Thursday
3219,2013-10-25,1101,111,0.72,3.72,9.5,10,Friday
3220,2013-10-26,74,30,0.67,3.76,10.5,10,Saturday
3221,2013-10-27,554,98,0.67,3.74,10.5,10,Sunday
3222,2013-10-28,146,35,0.66,7.91,27.5,10,Monday
3223,2013-10-29,260,92,0.66,7.94,7,10,Tuesday
3224,2013-10-30,85,28,0.66,7.78,19.5,10,Wednesday
3225,2013-10-31,215,102,0.66,7.83,38.5,10,Thursday
3226,2013-11-01,19,14,0.6,8.03,22.5,11,Friday
3227,2013-11-02,1180,92,0.66,8,9,11,Saturday
3228,2013-11-03,359,113,0.66,8.02,32.5,11,Sunday
3229,2013-11-04,30,9,0.66,7.97,17,11,Monday
3230,2013-11-05,8,8,0.66,7.89,22.5,11,Tuesday
3231,2013-11-06,296,95,0.6,8.03,12,11,Wednesday
3232,2013-11-07,9,5,0.66,7.99,11.5,11,Thursday
3233,2013-11-08,26,8,0.66,7.96,11.5,11,Friday
3234,2013-11-09,18,14,0.7,10.13,26,11,Saturday
3235,2013-11-10,176,1,0.7,10.41,7,11,Sunday
3236,2013-11-11,1428,110,0.92,3.01,5,11,Monday
3237,2013-11-12,334,75,0.92,3.02,11,11,Tuesday
3238,2013-11-13,459,120,0.92,2.96,9,11,Wednesday
3239,2013-11-14,716,173,0.71,10.41,16.5,11,Thursday
3240,2013-11-15,1562,52,0.71,10.44,7,11,Friday
3241,2013-11-16,107,60,0.7,10.29,32.5,11,Saturday
3242,2013-11-17,898,77,0.71,10.33,27.5,11,Sunday
3243,2013-11-18,592,86,0.69,10.52,16.5,11,Monday
3244,2013-11-19,702,169,0.71,10.48,22.5,11,Tuesday
3245,2013-11-20,1079,117,0.71,10.5,10.5,11,Wednesday
3246,2013-11-21,1655,301,0.71,10.45,25,11,Thursday
3247,2013-11-22,317,86,0.71,10.39,18.5,11,Friday
3248,2013-11-23,1991,150,0.69,10.53,35,11,Saturday
3249,2013-11-24,394,98,0.71,10.49,11.5,11,Sunday
3250,2013-11-25,508,92,0.71,10.44,12,11,Monday
3251,2013-11-26,7,2,0.84,3.2,10.5,11,Tuesday
3252,2013-11-27,1710,125,0.94,3.56,11.5,11,Wednesday
3253,2013-11-28,736,171,0.94,3.57,11,11,Thursday
3254,2013-11-29,66,35,0.94,3.41,23,11,Friday
3255,2013-11-30,34,9,0.94,3.48,13.5,11,Saturday
3256,2013-12-01,555,170,0.94,3.67,24,12,Sunday
3257,2013-12-02,2572,741,0.94,3.61,32,12,Monday
3258,2013-12-03,661,68,0.94,3.63,21,12,Tuesday
3259,2013-12-04,737,83,0.94,3.58,22.5,12,Wednesday
3260,2013-12-05,954,119,0.94,3.55,14,12,Thursday
3261,2013-12-06,1007,268,0.94,3.69,14,12,Friday
3262,2013-12-07,449,55,0.94,3.64,26,12,Saturday
3263,2013-12-08,354,91,0.94,3.57,13.5,12,Sunday
3264,2013-12-09,1226,89,0.71,5.49,7,12,Monday
3265,2013-12-10,1351,164,0.72,5.37,16.5,12,Tuesday
3266,2013-12-11,893,129,0.68,5.54,5,12,Wednesday
3267,2013-12-12,1258,123,0.72,5.5,13.5,12,Thursday
3268,2013-12-13,21,21,0.72,5.51,9.5,12,Friday
3269,2013-12-14,1600,155,0.66,4.22,8,12,Saturday
3270,2013-12-15,1858,163,0.66,4.31,27.5,12,Sunday
3271,2013-12-16,263,79,0.66,4.31,7.5,12,Monday
3272,2013-12-17,109,15,0.96,3.49,7.5,12,Tuesday
3273,2013-12-18,461,62,0.96,3.5,7.5,12,Wednesday
3274,2013-12-19,3, -   ,0.96,3.39,15,12,Thursday
3275,2013-12-20,904,123,0.97,3.44,26,12,Friday
3276,2013-12-21,8, -   ,0.96,3.58,30,12,Saturday
3277,2013-12-22,477,146,0.96,3.54,9,12,Sunday
3278,2013-12-23,1131,112,0.96,3.55,19.5,12,Monday
3279,2013-12-24,73,36,0.96,3.51,38,12,Tuesday
3280,2013-12-25,616,98,0.97,3.49,13.5,12,Wednesday
3281,2013-12-26,154,39,0.97,3.59,22.5,12,Thursday
3282,2013-12-27,250,92,0.97,3.56,19.5,12,Friday
3283,2013-12-28,107,30,0.97,3.51,27.5,12,Saturday
3284,2013-12-29,209,97,0.94,3.32,10.5,12,Sunday
3285,2013-12-30,13,11,0.95,3.16,7,12,Monday
3286,2013-12-31,1050,88,0.95,3.14,38.5,12,Tuesday
3287,2014-01-01,345,109,0.95,3.14,27.5,1,Wednesday
3288,2014-01-02,38,11,0.86,3.17,38.5,1,Thursday
3289,2014-01-03,15,15,0.95,3.16,22.5,1,Friday
3290,2014-01-04,285,93,0.95,3.16,13.5,1,Saturday
3291,2014-01-05,16,7,0.95,3.15,5,1,Sunday
3292,2014-01-06,28,7,0.86,3.17,55,1,Monday
3293,2014-01-07,20,14,0.95,3.16,16,1,Tuesday
3294,2014-01-08,152,1,0.95,3.16,32,1,Wednesday
3295,2014-01-09,1315,116,0.77,11.1,10.5,1,Thursday
3296,2014-01-10,316,84,0.78,10.92,9,1,Friday
3297,2014-01-11,501,119,0.75,11.15,10.5,1,Saturday
3298,2014-01-12,750,179,0.78,11,24,1,Sunday
3299,2014-01-13,1696,54,0.78,11.04,10.5,1,Monday
3300,2014-01-14,129,66,0.73,11.34,15,1,Tuesday
3301,2014-01-15,849,75,0.78,10.98,5.5,1,Wednesday
3302,2014-01-16,603,90,0.78,3.25,7,1,Thursday
3303,2014-01-17,643,175,0.78,3.28,9,1,Friday
3304,2014-01-18,995,125,0.8,3.17,10.5,1,Saturday
3305,2014-01-19,1697,306,0.78,3.18,7,1,Sunday
3306,2014-01-20,315,82,0.79,3.34,27.5,1,Monday
3307,2014-01-21,1957,149,0.77,3.32,9,1,Tuesday
3308,2014-01-22,368,104,0.78,3.33,22.5,1,Wednesday
3309,2014-01-23,440,89,0.77,3.3,16.5,1,Thursday
3310,2014-01-24,11,4,0.77,3.22,7,1,Friday
3311,2014-01-25,1773,133,0.79,3.34,13.5,1,Saturday
3312,2014-01-26,733,182,0.77,3.31,30,1,Sunday
3313,2014-01-27,51,34,0.77,3.29,22.5,1,Monday
3314,2014-01-28,16,6,0.77,4,16.5,1,Tuesday
3315,2014-01-29,515,166,0.77,4.03,10.5,1,Wednesday
3316,2014-01-30,2805,746,0.78,3.92,16.5,1,Thursday
3317,2014-01-31,751,67,0.78,3.95,7,1,Friday
3318,2014-02-01,817,86,0.77,4.08,32.5,2,Saturday
3319,2014-02-02,1029,117,0.77,4.06,16.5,2,Sunday
3320,2014-02-03,1079,280,0.77,4.05,7,2,Monday
3321,2014-02-04,473,58,0.77,4.04,22.5,2,Tuesday
3322,2014-02-05,322,92,0.78,3.99,30,2,Wednesday
3323,2014-02-06,1341,87,0.77,4.09,13.5,2,Thursday
3324,2014-02-07,1325,155,0.78,4.06,9,2,Friday
3325,2014-02-08,904,127,0.77,4.03,13.5,2,Saturday
3326,2014-02-09,1251,128,0.65,9.97,27.5,2,Sunday
3327,2014-02-10,21,20,0.65,9.99,7,2,Monday
3328,2014-02-11,1642,158,0.65,9.81,5,2,Tuesday
3329,2014-02-12,1920,168,0.65,9.89,16.5,2,Wednesday
3330,2014-02-13,258,82,0.64,10.11,10.5,2,Thursday
3331,2014-02-14,106,15,0.65,10.04,34,2,Friday
3332,2014-02-15,470,63,0.65,10.06,26,2,Saturday
3333,2014-02-16,12, -   ,0.66,9.99,16.5,2,Sunday
3334,2014-02-17,990,134,0.66,9.98,7,2,Monday
3335,2014-02-18,7, -   ,0.64,10.13,19.5,2,Tuesday
3336,2014-02-19,442,137,0.66,10.07,11,2,Wednesday
3337,2014-02-20,1109,114,0.66,9.99,9.5,2,Thursday
3338,2014-02-21,70,35,0.9,15.08,11,2,Friday
3339,2014-02-22,620,98,0.9,15.2,7,2,Saturday
3340,2014-02-23,160,39,0.9,14.81,26,2,Sunday
3341,2014-02-24,303,94,0.9,14.86,16.5,2,Monday
3342,2014-02-25,112,32,0.89,15.37,3.5,2,Tuesday
3343,2014-02-26,206,97,0.89,15.33,11,2,Wednesday
3344,2014-02-27,13,11,0.89,15.38,24,2,Thursday
3345,2014-02-28,1139,89,0.9,15.28,16,2,Friday
3346,2014-03-01,333,110,0.9,14.98,10,3,Saturday
3347,2014-03-02,52,11,0.89,15.37,9,3,Sunday
3348,2014-03-03,9,9,0.9,15.27,10.5,3,Monday
3349,2014-03-04,318,99,0.9,15.24,10.5,3,Tuesday
3350,2014-03-05,12,5,0.68,6.79,32.5,3,Wednesday
3351,2014-03-06,19,7,0.68,6.83,13.5,3,Thursday
3352,2014-03-07,20,15,0.68,6.7,5,3,Friday
3353,2014-03-08,192,1,0.69,6.72,9,3,Saturday
3354,2014-03-09,1481,116,0.67,6.89,19.5,3,Sunday
3355,2014-03-10,315,77,0.68,6.87,30,3,Monday
3356,2014-03-11,357,112,0.68,6.89,16.5,3,Tuesday
3357,2014-03-12,525,160,0.68,6.85,27.5,3,Wednesday
3358,2014-03-13,1787,49,0.69,6.77,10.5,3,Thursday
3359,2014-03-14,94,47,0.67,6.89,7,3,Friday
3360,2014-03-15,1183,84,0.69,6.86,3,3,Saturday
3361,2014-03-16,587,90,0.69,6.84,10.5,3,Sunday
3362,2014-03-17,488,154,0.7,4.53,16.5,3,Monday
3363,2014-03-18,981,125,0.69,4.56,21.5,3,Tuesday
3364,2014-03-19,1131,282,0.87,9.47,9.5,3,Wednesday
3365,2014-03-20,363,83,0.88,9.49,9,3,Thursday
3366,2014-03-21,2213,144,0.88,9.41,8.5,3,Friday
3367,2014-03-22,359,108,0.88,9.42,16,3,Saturday
3368,2014-03-23,347,83,0.85,9.52,28.5,3,Sunday
3369,2014-03-24,7,2,0.87,9.51,9.5,3,Monday
3370,2014-03-25,2473,132,0.87,9.51,12.5,3,Tuesday
3371,2014-03-26,535,163,0.87,9.49,20.5,3,Wednesday
3372,2014-03-27,44,30,0.88,9.45,8,3,Thursday
3373,2014-03-28,24,8,0.86,9.53,12.5,3,Friday
3374,2014-03-29,436,143,0.88,9.49,19.5,3,Saturday
3375,2014-03-30,2687,751,0.66,10.83,12,3,Sunday
3376,2014-03-31,927,68,0.66,10.84,30.5,3,Monday
3377,2014-04-01,1033,90,0.97,6.14,30,4,Tuesday
3378,2014-04-02,1216,122,0.97,6.27,16.5,4,Wednesday
3379,2014-04-03,687,245,0.97,5.85,5,4,Thursday
3380,2014-04-04,529,60,0.97,5.92,27.5,4,Friday
3381,2014-04-05,256,83,0.93,6.47,38.5,4,Saturday
3382,2014-04-06,1389,86,0.97,6.43,22.5,4,Sunday
3383,2014-04-07,1368,162,0.97,6.49,7,4,Monday
3384,2014-04-08,941,126,0.97,6.37,10.5,4,Tuesday
3385,2014-04-09,915,117,0.95,4.6,19.5,4,Wednesday
3386,2014-04-10,8,8,0.93,6.46,13.5,4,Thursday
3387,2014-04-11,1605,154,0.97,6.35,22.5,4,Friday
3388,2014-04-12,2452,170,0.97,6.32,19.5,4,Saturday
3389,2014-04-13,192,65,0.86,5.89,38,4,Sunday
3390,2014-04-14,102,15,0.89,11.94,5,4,Monday
3391,2014-04-15,502,58,0.89,11.93,30,4,Tuesday
3392,2014-04-16,6, -   ,0.89,12.01,8.5,4,Wednesday
3393,2014-04-17,1359,132,0.89,11.97,8.5,4,Thursday
3394,2014-04-18,12, -   ,0.87,11.87,31.5,4,Friday
3395,2014-04-19,324,118,0.89,11.89,8.5,4,Saturday
3396,2014-04-20,964,105,0.9,9.95,23.5,4,Sunday
3397,2014-04-21,2, -   ,0.89,11.91,16,4,Monday
3398,2014-04-22,39,27,0.9,9.92,8,4,Tuesday
3399,2014-04-23,605,95,0.89,9.97,7,4,Wednesday
3400,2014-04-24,172,38,0.89,11.9,12,4,Thursday
3401,2014-04-25,186,78,0.89,11.92,39,4,Friday
3402,2014-04-26,71,26,0.83,4.98,13.5,4,Saturday
3403,2014-04-27,126,67,0.82,5.43,21,4,Sunday
3404,2014-04-28,7,7,0.78,5.09,13.5,4,Monday
3405,2014-04-29,1641,94,0.83,5.06,30.5,4,Tuesday
3406,2014-04-30,241,89,0.93,9.75,23,4,Wednesday
3407,2014-05-01,36,12,0.93,9.76,12,5,Thursday
3408,2014-05-02,10,10,0.69,9.95,8,5,Friday
3409,2014-05-03,212,85,0.72,9.59,7,5,Saturday
3410,2014-05-04,18,7,0.72,9.87,8,5,Sunday
3411,2014-05-05,18,8,0.72,9.9,7.5,5,Monday
3412,2014-05-06,9,7,0.57,1.04,15,5,Tuesday
3413,2014-05-07,182,1,0.57,1,23,5,Wednesday
3414,2014-05-08,2144,114,0.56,1.04,17,5,Thursday
3415,2014-05-09,233,67,0.57,1.07,10.5,5,Friday
3416,2014-05-10,125,61,0.57,1.01,30,5,Saturday
3417,2014-05-11,188,84,0.57,0.98,6,5,Sunday
3418,2014-05-12,1741,45,0.57,0.97,10.5,5,Monday
3419,2014-05-13,37,22,0.57,0.97,11,5,Tuesday
3420,2014-05-14,1333,79,0.57,1.08,11,5,Wednesday
3421,2014-05-15,384,78,0.57,1.02,26,5,Thursday
3422,2014-05-16,166,81,0.57,1.03,22.5,5,Friday
3423,2014-05-17,1056,118,0.57,0.98,7,5,Saturday
3424,2014-05-18,441,141,0.66,10.81,34,5,Sunday
3425,2014-05-19,135,58,0.66,10.69,19.5,5,Monday
3426,2014-05-20,2475,150,0.65,10.93,12,5,Tuesday
3427,2014-05-21,90,44,0.66,10.93,12.5,5,Wednesday
3428,2014-05-22,149,30,0.66,10.89,24,5,Thursday
3429,2014-05-23,1,1,0.66,10.76,36,5,Friday
3430,2014-05-24,2136,134,0.66,10.89,15,5,Saturday
3431,2014-05-25,188,83,0.77,2.48,18.5,5,Sunday
3432,2014-05-26,3,3,0.77,2.48,12.5,5,Monday
3433,2014-05-27,164,75,0.77,2.45,7,5,Tuesday
3434,2014-05-28,1701,606,0.77,2.46,16.5,5,Wednesday
3435,2014-05-29,924,70,0.77,2.5,32.5,5,Thursday
3436,2014-05-30,1105,88,0.77,2.49,7,5,Friday
3437,2014-05-31,1189,111,0.77,2.49,16.5,5,Saturday
3438,2014-06-01,219,114,0.77,2.48,22.5,6,Sunday
3439,2014-06-02,559,59,0.78,2.47,22.5,6,Monday
3440,2014-06-03,100,39,0.78,2.5,38.5,6,Tuesday
3441,2014-06-04,1278,86,0.78,2.49,9,6,Wednesday
3442,2014-06-05,1475,153,0.77,2.48,19.5,6,Thursday
3443,2014-06-06,1030,128,0.73,5.5,27.5,6,Friday
3444,2014-06-07,547,83,0.73,5.4,10.5,6,Saturday
3445,2014-06-08,9,8,0.73,5.6,31.5,6,Sunday
3446,2014-06-09,1867,155,0.73,5.62,23.5,6,Monday
3447,2014-06-10,1602,143,0.72,5.58,9.5,6,Tuesday
3448,2014-06-11,108,13,0.73,5.45,9.5,6,Wednesday
3449,2014-06-12,483,61,0.73,10.08,16,6,Thursday
3450,2014-06-13,1351,132,0.74,9.59,12,6,Friday
3451,2014-06-14,7, -   ,0.71,10.22,11,6,Saturday
3452,2014-06-15,104,57,0.73,9.85,18.5,6,Sunday
3453,2014-06-16,694,67,0.73,10.04,29.5,6,Monday
3454,2014-06-17,4,3,0.73,10.17,14,6,Tuesday
3455,2014-06-18,332,78,0.74,9.84,9.5,6,Wednesday
3456,2014-06-19,39,26,0.95,2.38,7.5,6,Thursday
3457,2014-06-20,21,11,0.7,6.65,9.5,6,Friday
3458,2014-06-21,76,50,0.7,6.52,7.5,6,Saturday
3459,2014-06-22,3,3,0.67,6.73,11,6,Sunday
3460,2014-06-23,1724,90,0.7,6.57,15,6,Monday
3461,2014-06-24,14,6,0.67,6.73,7.5,6,Tuesday
3462,2014-06-25,27,27,0.7,6.67,27.5,6,Wednesday
3463,2014-06-26,72,44,0.47,5.53,10.5,6,Thursday
3464,2014-06-27,16,8,0.47,5.6,5.5,6,Friday
3465,2014-06-28,10,6,0.48,5.37,30,6,Saturday
3466,2014-06-29,1,1,0.48,5.41,9,6,Sunday
3467,2014-06-30,102,1,0.47,5.7,13.5,6,Monday
3468,2014-07-01,2430,119,0.47,5.68,7,7,Tuesday
